dma_code,dma_name,week_start,week_end,search_interest,scaled_search_interest,is_partial
807,San Francisco-Oakland-San Jose,2024-05-12T00:00:00Z,2024-05-19T00:00:00Z,12000,20,False
807,San Francisco-Oakland-San Jose,2024-05-19T00:00:00Z,2024-05-26T00:00:00Z,16000,27,False
807,San Francisco-Oakland-San Jose,2024-05-26T00:00:00Z,2024-06-02T00:00:00Z,12000,21,False
807,San Francisco-Oakland-San Jose,2024-06-02T00:00:00Z,2024-06-09T00:00:00Z,13000,23,False
807,San Francisco-Oakland-San Jose,2024-06-09T00:00:00Z,2024-06-16T00:00:00Z,16000,27,False
807,San Francisco-Oakland-San Jose,2024-06-16T00:00:00Z,2024-06-23T00:00:00Z,14000,24,False
807,San Francisco-Oakland-San Jose,2024-06-23T00:00:00Z,2024-06-30T00:00:00Z,13000,23,False
807,San Francisco-Oakland-San Jose,2024-06-30T00:00:00Z,2024-07-07T00:00:00Z,13000,22,False
807,San Francisco-Oakland-San Jose,2024-07-07T00:00:00Z,2024-07-14T00:00:00Z,13000,22,False
807,San Francisco-Oakland-San Jose,2024-07-14T00:00:00Z,2024-07-21T00:00:00Z,15000,26,False
807,San Francisco-Oakland-San Jose,2024-07-21T00:00:00Z,2024-07-28T00:00:00Z,12000,21,False
807,San Francisco-Oakland-San Jose,2024-07-28T00:00:00Z,2024-08-04T00:00:00Z,14000,24,False
807,San Francisco-Oakland-San Jose,2024-08-04T00:00:00Z,2024-08-11T00:00:00Z,11000,18,False
807,San Francisco-Oakland-San Jose,2024-08-11T00:00:00Z,2024-08-18T00:00:00Z,13000,22,False
807,San Francisco-Oakland-San Jose,2024-08-18T00:00:00Z,2024-08-25T00:00:00Z,15000,25,False
807,San Francisco-Oakland-San Jose,2024-08-25T00:00:00Z,2024-09-01T00:00:00Z,14000,24,False
807,San Francisco-Oakland-San Jose,2024-09-01T00:00:00Z,2024-09-08T00:00:00Z,14000,25,False
807,San Francisco-Oakland-San Jose,2024-09-08T00:00:00Z,2024-09-15T00:00:00Z,13000,22,False
